"name","current employee estimate","city","state"
"fromatob gmbh",25,"berlin","berlin"
"tentamus group gmbh",25,"berlin","berlin"
"premium exhibitions gmbh",25,"berlin","berlin"
"westernacher solutions ag",25,"berlin","berlin"
"drozak consulting",25,"berlin","berlin"
"wunderflats",25,"berlin","berlin"
"undconsorten llp",25,"berlin","berlin"
"savedo gmbh",25,"berlin","berlin"
"gravis computervertriebsgesellschaft mbh",25,"berlin","berlin"
"inmediasp gmbh",25,"berlin","berlin"
"alexander von humboldt institute for internet and society",25,"berlin","berlin"
"leap digital marketing gmbh",25,"berlin","berlin"
"zeppelin lab gmbh",25,"berlin","berlin"
"aroundtown commercial properties",25,"berlin","berlin"
"asana rebel - yoga inspired fitness",25,"berlin","berlin"
"twago - team2venture gmbh",25,"berlin","berlin"
"bbcom",25,"berlin","berlin"
"imw",25,"berlin","berlin"
"hr executive",25,"berlin","berlin"
"data science retreat",25,"berlin","berlin"
"wall gmbh",25,"berlin","berlin"
"mobility media gmbh - bosch group",24,"berlin","berlin"
"piabo pr gmbh",24,"berlin","berlin"
"lacuna innovation",24,"berlin","berlin"
"cr investment management",24,"berlin","berlin"
"hr group",24,"berlin","berlin"
"stromnetz berlin gmbh",24,"berlin","berlin"
"small improvements",24,"berlin","berlin"
"crossengage",24,"berlin","berlin"
"mvp factory",24,"berlin","berlin"
"liebeskind berlin",24,"berlin","berlin"
"myhammer ag",24,"berlin","berlin"
"creditsafe deutschland gmbh",24,"berlin","berlin"
"nexenio",24,"berlin","berlin"
"plantage berlin",24,"berlin","berlin"
"startup guide",24,"berlin","berlin"
"core se",24,"berlin","berlin"
"defshop gmbh",24,"berlin","berlin"
"jpk instruments ag",24,"berlin","berlin"
"data artisans",24,"berlin","berlin"
"hofer communications gmbh",24,"berlin","berlin"
"wire™",24,"berlin","berlin"
"lead sports accelerator",24,"berlin","berlin"
"veolia deutschland",24,"berlin","berlin"
"specs gmbh",24,"berlin","berlin"
"trust agents internet gmbh",24,"berlin","berlin"
"zipjet",24,"berlin","berlin"
"arxes-tolina gmbh",24,"berlin","berlin"
"bonify germany",24,"berlin","berlin"
"der freitag",24,"berlin","berlin"
"german autolabs",24,"berlin","berlin"
"ecla",24,"berlin","berlin"
"gsp sprachtechnologie gmbh",24,"berlin","berlin"
"esanum",24,"berlin","berlin"
"heavenhr",24,"berlin","berlin"
"styleheads gmbh",24,"berlin","berlin"
"tech open air",24,"berlin","berlin"
"collabary by zalando",24,"berlin","berlin"
"spring axel springer digital news media gmbh & co. kg",24,"berlin","berlin"
"helmholtz-gemeinschaft / helmholtz association",24,"berlin","berlin"
"devlight",23,"berlin","berlin"
"smart mobile factory gmbh",23,"berlin","berlin"
"knauer",23,"berlin","berlin"
"fincompare gmbh",23,"berlin","berlin"
"humanoo",23,"berlin","berlin"
"instafreight gmbh",23,"berlin","berlin"
"telenav gmbh",23,"berlin","berlin"
"zero360 gmbh",23,"berlin","berlin"
"lean apps gmbh",23,"berlin","berlin"
"thinprint",23,"berlin","berlin"
"g20 - young global changers",23,"berlin","berlin"
"omexom deutschland",23,"berlin","berlin"
"vaniday",23,"berlin","berlin"
"pospulse",23,"berlin","berlin"
"presse- und informationsamt der bundesregierung",23,"berlin","berlin"
"spektrum",23,"berlin","berlin"
"wine in black gmbh",23,"berlin","berlin"
"-baubiologe baldermann",23,"berlin","berlin"
"hem.com",23,"berlin","berlin"
"betahaus",23,"berlin","berlin"
"gfg ecommerce technologies gmbh - formerly called rocket labs gmbh & co.kg",23,"berlin","berlin"
"staramba se",23,"berlin","berlin"
"supermarkt",23,"berlin","berlin"
"deutsche cyber sicherheitsorganisation dcso",23,"berlin","berlin"
"das büro am draht gmbh",23,"berlin","berlin"
"friedrichstadt-palast berlin",23,"berlin","berlin"
"kapilendo ag",23,"berlin","berlin"
"caseking gmbh",23,"berlin","berlin"
"doctolib gmbh",23,"berlin","berlin"
"foursource",23,"berlin","berlin"
"one 24",23,"berlin","berlin"
"endeva",22,"berlin","berlin"
"helios media",22,"berlin","berlin"
"pv magazine",22,"berlin","berlin"
"transdev gmbh",22,"berlin","berlin"
"dormero hotels",22,"berlin","berlin"
"apricum – the cleantech advisory",22,"berlin","berlin"
"simplaex",22,"berlin","berlin"
"comtravo",22,"berlin","berlin"
"neugelb studios gmbh, commerzbank ag",22,"berlin","berlin"
"ingenious technologies ag",22,"berlin","berlin"
"andre pigur - foto-design",22,"berlin","berlin"
"dr. kade pharma",22,"berlin","berlin"
"sparkassen rating und risikosysteme gmbh",22,"berlin","berlin"
"basecase",22,"berlin","berlin"
"dark horse gmbh",22,"berlin","berlin"
"moviepilot",22,"berlin","berlin"
"absolventa gmbh",22,"berlin","berlin"
"sk continental e-motion",22,"berlin","berlin"
"justwatch",22,"berlin","berlin"
"globaldots",22,"berlin","berlin"
"klopotek & partner gmbh",22,"berlin","berlin"
"ejf gemeinnützige ag",22,"berlin","berlin"
"berliner verkehrsbetriebe gmbh (bvg)",22,"berlin","berlin"
"moberries gmbh",22,"berlin","berlin"
"kiwi.ki gmbh",22,"berlin","berlin"
"bundesverband deutscher banken",22,"berlin","berlin"
"bitbond",22,"berlin","berlin"
"erento gmbh",22,"berlin","berlin"
"flexperto gmbh",22,"berlin","berlin"
"homeday gmbh",22,"berlin","berlin"
"ihk berlin",22,"berlin","berlin"
"architrave gmbh",22,"berlin","berlin"
"pro!vision gmbh",22,"berlin","berlin"
"fedoriv",21,"berlin","berlin"
"perseus.",21,"berlin","berlin"
"scansonic group",21,"berlin","berlin"
"american academy in berlin",21,"berlin","berlin"
"treasurehunt",21,"berlin","berlin"
"makerist gmbh",21,"berlin","berlin"
"bitkom servicegesellschaft mbh",21,"berlin","berlin"
"aap implantate ag",21,"berlin","berlin"
"pets deli roseneck gmbh",21,"berlin","berlin"
"fanmiles",21,"berlin","berlin"
"dailydeal gmbh",21,"berlin","berlin"
"taikonauten gmbh & co. kg",21,"berlin","berlin"
"cancom on line gmbh",21,"berlin","berlin"
"barzahlen, cash payment solutions gmbh",21,"berlin","berlin"
"aemtec gmbh",21,"berlin","berlin"
"redi school of digital integration",21,"berlin","berlin"
"seven lanes",21,"berlin","berlin"
"lankwitzer lackfabrik",21,"berlin","berlin"
"anakan gmbh",21,"berlin","berlin"
"merantix",21,"berlin","berlin"
"wattx",21,"berlin","berlin"
"riller & schnauck gmbh",21,"berlin","berlin"
"stanwood",21,"berlin","berlin"
"sinnerschrader swipe gmbh",21,"berlin","berlin"
"sennder gmbh",21,"berlin","berlin"
"360dialog",21,"berlin","berlin"
"sigmund freud privatuniversität wien",21,"berlin","berlin"
"relocately",21,"berlin","berlin"
"infopark ag",21,"berlin","berlin"
"axiom corporation",21,"berlin","berlin"
"heliocentris energy solutions ag",21,"berlin","berlin"
"travis ci",21,"berlin","berlin"
"quadriga university of applied sciences",21,"berlin","berlin"
"aok-bundesverband",21,"berlin","berlin"
"vku - german association of public utilities",21,"berlin","berlin"
"alliander ag",21,"berlin","berlin"
"lexta consultants group",21,"berlin","berlin"
"hy - the axel springer ecosystem firm",21,"berlin","berlin"
"i2x gmbh",21,"berlin","berlin"
"embo",21,"berlin","berlin"
"stiftung haus der kleinen forscher",21,"berlin","berlin"
"civey",21,"berlin","berlin"
"inhaberin, einzelunternehmerin",21,"berlin","berlin"
"treatwell dach gmbh",21,"berlin","berlin"
"auticon gmbh",21,"berlin","berlin"
"menschdanke gmbh",20,"berlin","berlin"
"p.o.s. creative media",20,"berlin","berlin"
"bln.fm",20,"berlin","berlin"
"conogy gmbh",20,"berlin","berlin"
"labiotech.eu",20,"berlin","berlin"
"automatik vfx",20,"berlin","berlin"
"distribusion technologies",20,"berlin","berlin"
"oculentis",20,"berlin","berlin"
"juniqe",20,"berlin","berlin"
"suitepad gmbh",20,"berlin","berlin"
"retresco",20,"berlin","berlin"
"just music",20,"berlin","berlin"
"scout",20,"berlin","berlin"
"steinbeis-hochschule-berlin",20,"berlin","berlin"
"hotel berlin, berlin",20,"berlin","berlin"
"i.industries",20,"berlin","berlin"
"aoc international europe gmbh",20,"berlin","berlin"
"deutsche grammophon",20,"berlin","berlin"
"vvg",20,"berlin","berlin"
"g2 esports",20,"berlin","berlin"
"atlas.ti",20,"berlin","berlin"
"studiocanal gmbh",20,"berlin","berlin"
"hr new media gmbh",20,"berlin","berlin"
"neofonie mobile gmbh",20,"berlin","berlin"
"kreuzwerker gmbh",20,"berlin","berlin"
"research center immunosciences",20,"berlin","berlin"
"delivery hero",20,"berlin","berlin"
"mediaworx berlin ag",20,"berlin","berlin"
"vivy - your digital health companion",20,"berlin","berlin"
"schwarzkopf-stiftung junges europa",20,"berlin","berlin"
"rpm - revolutions per minute, gesellschaft für kommunikation mbh",20,"berlin","berlin"
"lindenpartners",20,"berlin","berlin"
"tourlane",20,"berlin","berlin"
"qunomedical gmbh",20,"berlin","berlin"
"smeet.com (smeet communications gmbh)",20,"berlin","berlin"
"i-potentials gmbh",20,"berlin","berlin"
"thomas henry gmbh & co. kg",20,"berlin","berlin"
"wire™",20,"berlin","berlin"
"payleven",20,"berlin","berlin"
"charité research organisation",20,"berlin","berlin"
"mercator institute for china studies (merics) ggmbh",20,"berlin","berlin"
"bally wulff games & entertainment gmbh",20,"berlin","berlin"
"frauenarztpraxis",20,"berlin","berlin"
"hertha bsc gmbh & co. kgaa",20,"berlin","berlin"
"bonnyprints gmbh",20,"berlin","berlin"
"opinary",20,"berlin","berlin"
"ubitricity",20,"berlin","berlin"
"lichtvision",19,"berlin","berlin"
"hhv handels gmbh",19,"berlin","berlin"
"miller & meier consulting",19,"berlin","berlin"
"db regio tyne and wear",19,"berlin","berlin"
"factworks gmbh",19,"berlin","berlin"
"testing technologies",19,"berlin","berlin"
"maico diagnostics gmbh",19,"berlin","berlin"
"hrpepper management consultants",19,"berlin","berlin"
"""the adex"" leading dmp technology",19,"berlin","berlin"
"pi berlin - pi photovoltaik-institut berlin ag",19,"berlin","berlin"
"hrs innovation hub | hrs group",19,"berlin","berlin"
"invincible brands",19,"berlin","berlin"
"next big thing ag",19,"berlin","berlin"
"motionlogic gmbh",19,"berlin","berlin"
"allmyhomes gmbh",19,"berlin","berlin"
"fotograf.de | getphoto.fr | getphoto.at | gotphoto.co.uk",19,"berlin","berlin"
"omnea gmbh",19,"berlin","berlin"
"fy",19,"berlin","berlin"
"bread & butter gmbh & co kg",19,"berlin","berlin"
"gip gesellschaft für medizinische intensivpflege mbh",19,"berlin","berlin"
"adam audio gmbh",19,"berlin","berlin"
"element insurance",19,"berlin","berlin"
"dreinull agentur für mediatainment gmbh & co.kg",19,"berlin","berlin"
"glossybox",19,"berlin","berlin"
"smarketer.de",19,"berlin","berlin"
"careship",19,"berlin","berlin"
"chartmogul",19,"berlin","berlin"
"si labs gmbh",19,"berlin","berlin"
"argo trade solutions",19,"berlin","berlin"
"iconpeak",19,"berlin","berlin"
"kircherburkhardt",19,"berlin","berlin"
"somatex medical technologies gmbh",19,"berlin","berlin"
"little sun",19,"berlin","berlin"
"factor10 gmbh",19,"berlin","berlin"
"project networks gmbh",19,"berlin","berlin"
"schröder+schömbs pr",19,"berlin","berlin"
"panorama3000",19,"berlin","berlin"
"laytec",19,"berlin","berlin"
"das stue hotel, berlin tiergarten",19,"berlin","berlin"
"ubisoft berlin",19,"berlin","berlin"
"spiele max ag",19,"berlin","berlin"
"priori data",19,"berlin","berlin"
"celeraone gmbh",19,"berlin","berlin"
"göhmann rechtsanwälte & abogados",19,"berlin","berlin"
"blockchain consulting gmbh",19,"berlin","berlin"
"blogfoster gmbh",19,"berlin","berlin"
"theron advisory group",18,"berlin","berlin"
"bytepark gmbh",18,"berlin","berlin"
"swarm64 as",18,"berlin","berlin"
"fox mobile distribution gmbh",18,"berlin","berlin"
"fraugster",18,"berlin","berlin"
"leinemann partner rechtsanwälte",18,"berlin","berlin"
"supermarché - organic & fair trade streetwear",18,"berlin","berlin"
"mymuesli gmbh",18,"berlin","berlin"
"mutter und vater gmbh",18,"berlin","berlin"
"interactive tools gmbh",18,"berlin","berlin"
"lexxion publisher",18,"berlin","berlin"
"mologen ag (mgn)",18,"berlin","berlin"
"testberichte.de | producto ag",18,"berlin","berlin"
"minimal",18,"berlin","berlin"
"sandbox interactive",18,"berlin","berlin"
"mayflower capital ag",18,"berlin","berlin"
"bim berliner immobilienmanagement gmbh",18,"berlin","berlin"
"fit analytics",18,"berlin","berlin"
"freenet digital",18,"berlin","berlin"
"deutsches herzzentrum berlin (dhzb)",18,"berlin","berlin"
"digital knights",18,"berlin","berlin"
"ksp jürgen engel architekten",18,"berlin","berlin"
"milk the sun",18,"berlin","berlin"
"bewocon",18,"berlin","berlin"
"ubermetrics technologies gmbh",18,"berlin","berlin"
"grg services group",18,"berlin","berlin"
"sv associates",18,"berlin","berlin"
"ausschnitt (deutsche medienbeobachtungs agentur gmbh)",18,"berlin","berlin"
"castlabs",18,"berlin","berlin"
"think-cell software gmbh",18,"berlin","berlin"
"schoesslers gmbh",18,"berlin","berlin"
"vires conferre gmbh",18,"berlin","berlin"
"scienion",18,"berlin","berlin"
"transdev gmbh",18,"berlin","berlin"
"webedia gmbh",18,"berlin","berlin"
"valk fleet",18,"berlin","berlin"
"metrinomics gmbh",18,"berlin","berlin"
"deutscher bauernverlag",18,"berlin","berlin"
"adspree media",18,"berlin","berlin"
"brandnew",18,"berlin","berlin"
"mbe deutschland gmbh",18,"berlin","berlin"
"clevershuttle",18,"berlin","berlin"
"die botschaft",18,"berlin","berlin"
"blutsgeschwister gmbh",18,"berlin","berlin"
"bridgemaker gmbh",18,"berlin","berlin"
"hms bergbau ag",18,"berlin","berlin"
"inpro innovationsgesellschaft für fortgeschrittene produktionssysteme in der fahrzeugindustrie mbh",18,"berlin","berlin"
"brandnew io",18,"berlin","berlin"
"abellio gmbh",18,"berlin","berlin"
"cosmo consult group",18,"berlin","berlin"
"sprylab technologies gmbh",18,"berlin","berlin"
"kemmler kemmler",18,"berlin","berlin"
"infinit services gmbh",17,"berlin","berlin"
"valmano gmbh",17,"berlin","berlin"
"landau media monitoring ag & co.kg",17,"berlin","berlin"
"perla",17,"berlin","berlin"
"so1 gmbh",17,"berlin","berlin"
"meetyoo conferencing gmbh",17,"berlin","berlin"
"cls 4-text gmbh",17,"berlin","berlin"
"red onion",17,"berlin","berlin"
"gegenbauer services gmbh",17,"berlin","berlin"
"andel's hotel berlin",17,"berlin","berlin"
"bonaverde",17,"berlin","berlin"
"depak - deutsche presseakademie",17,"berlin","berlin"
"botiss biomaterials",17,"berlin","berlin"
"mitost e.v.",17,"berlin","berlin"
"kyto gmbh",17,"berlin","berlin"
"thedive",17,"berlin","berlin"
"crate.io",17,"berlin","berlin"
"bae batterien gmbh",17,"berlin","berlin"
"quality travel",17,"berlin","berlin"
"taledo",17,"berlin","berlin"
"fit analytics",17,"berlin","berlin"
"deutsches theater berlin",17,"berlin","berlin"
"upj",17,"berlin","berlin"
"ecologic",17,"berlin","berlin"
"diplomatic council (uno reg.)",17,"berlin","berlin"
"skytron energy gmbh",17,"berlin","berlin"
"bbw hochschule",17,"berlin","berlin"
"european legal technology association (elta)",17,"berlin","berlin"
"visitberlin - berlin convention office",17,"berlin","berlin"
"pure action sports",17,"berlin","berlin"
"company consulting team",17,"berlin","berlin"
"codecontrol",17,"berlin","berlin"
"praxis für kinder- und jugendlichenpsychotherapie",17,"berlin","berlin"
"kimia productions",17,"berlin","berlin"
"mmpro. film- und medienproduktion",17,"berlin","berlin"
"service partner one gmbh",17,"berlin","berlin"
"german-baltic chamber of commerce in estonia, latvia, lithuania (ahk)",17,"berlin","berlin"
"ebuero ag",17,"berlin","berlin"
"sanus",17,"berlin","berlin"
"azeti networks ag",17,"berlin","berlin"
"noxxon pharma ag",17,"berlin","berlin"
"metro accelerator powered by techstars",17,"berlin","berlin"
"advanced store gmbh",17,"berlin","berlin"
"terra eiendomsmegling",17,"berlin","berlin"
"rainmaking",17,"berlin","berlin"
"fröbel bildung und erziehung gemeinnützige gmbh",17,"berlin","berlin"
"abramo deutschland gmbh",17,"berlin","berlin"
"turbine kreuzberg gmbh",17,"berlin","berlin"
"glycotope gmbh",17,"berlin","berlin"
"hhpberlin ingenieure für brandschutz gmbh",17,"berlin","berlin"
"gtec - german tech entrepreneurship center",17,"berlin","berlin"
"digicast",17,"berlin","berlin"
"experimental game gmbh",17,"berlin","berlin"
"wash united",16,"berlin","berlin"
"eve images",16,"berlin","berlin"
"hartmannvonsiebenthal the brand experience company gmbh",16,"berlin","berlin"
"the aspen institute germany",16,"berlin","berlin"
"woodblock.tv",16,"berlin","berlin"
"ventura travel",16,"berlin","berlin"
"index internet und mediaforschung",16,"berlin","berlin"
"bettermarks gmbh",16,"berlin","berlin"
"fugro consult gmbh",16,"berlin","berlin"
"sprachenatelier berlin",16,"berlin","berlin"
"contentful",16,"berlin","berlin"
"gymondo gmbh",16,"berlin","berlin"
"eurasia institute germany",16,"berlin","berlin"
"inkitt",16,"berlin","berlin"
"sales experts germany seg gmbh",16,"berlin","berlin"
"mr congress & incentive gmbh",16,"berlin","berlin"
"smunch.co",16,"berlin","berlin"
"roq.ad",16,"berlin","berlin"
"maz&more tv-produktion gmbh",16,"berlin","berlin"
"print!",16,"berlin","berlin"
"nothing but hope and passion",16,"berlin","berlin"
"tvsmiles gmbh",16,"berlin","berlin"
"trendig technology services gmbh (formerly díaz & hilterscheid)",16,"berlin","berlin"
"business keeper ag",16,"berlin","berlin"
"showheroes",16,"berlin","berlin"
"kontist",16,"berlin","berlin"
"rws group deutschland gmbh",16,"berlin","berlin"
"osb international consulting ag",16,"berlin","berlin"
"wirdesign communication ag",16,"berlin","berlin"
"jordahl gmbh",16,"berlin","berlin"
"sykes enterprises berlin",16,"berlin","berlin"
"nexern gmbh",16,"berlin","berlin"
"zucker.kommunikation gmbh",16,"berlin","berlin"
"lufthansa innovation hub gmbh",16,"berlin","berlin"
"bizol",16,"berlin","berlin"
"buddybrand gmbh",16,"berlin","berlin"
"kreatize gmbh",16,"berlin","berlin"
"basilicom gmbh",16,"berlin","berlin"
"assign group",16,"berlin","berlin"
"security research labs",16,"berlin","berlin"
"colorfy gmbh",16,"berlin","berlin"
"qixxit",16,"berlin","berlin"
"weberbank actiengesellschaft",16,"berlin","berlin"
"schütze consulting ag",16,"berlin","berlin"
"aktion gegen den hunger | action contre la faim",16,"berlin","berlin"
"enable2grow gmbh",16,"berlin","berlin"
"european youth press",16,"berlin","berlin"
"science navigation group",16,"berlin","berlin"
